,Date,Adj_Close,Adj_Close.1,Adj_Close.2,Adj_Close.3,Adj_Close.4,Adj_Close.5,Adj_Close.6,Adj_Close.7,Close,Close.1,Close.2,Close.3,Close.4,Close.5,Close.6,Close.7,High,High.1,High.2,High.3,High.4,High.5,High.6,High.7,Low,Low.1,Low.2,Low.3,Low.4,Low.5,Low.6,Low.7,Open,Open.1,Open.2,Open.3,Open.4,Open.5,Open.6,Open.7,Volume,Volume.1,Volume.2,Volume.3,Volume.4,Volume.5,Volume.6,Volume.7,S&P 500 Index
0,2015-11-01,26.559288024902344,33.2400016784668,9.960695266723633,37.88123321533203,12.333000183105469,0.7708485722541809,15.350666999816895,16.244272232055664,29.575000762939453,33.2400016784668,13.045000076293945,38.14250183105469,12.333000183105469,0.7929999828338623,15.350666999816895,19.613332748413086,30.954999923706055,34.13850021362305,13.069999694824219,39.14500045776367,12.65999984741211,0.7985000014305115,15.638667106628418,20.489999771118164,27.75,31.02050018310547,11.520999908447266,36.5724983215332,10.185999870300293,0.690750002861023,13.720000267028809,18.766666412353516,30.200000762939453,31.35650062561035,12.366000175476074,36.72650146484375,10.920000076293945,0.7114999890327454,13.928000450134277,19.09666633605957,3002562400,1746098000,582063000,751482000,3203217140,7344816000,1177326000,673888200,
1,2015-12-01,23.732864379882812,33.794498443603516,11.083135604858398,38.634037017822266,11.437999725341797,0.8040241599082947,16.000667572021484,16.923416137695312,26.315000534057617,33.794498443603516,14.515000343322754,38.9005012512207,11.437999725341797,0.8240000009536743,16.000667572021484,20.433332443237305,29.96500015258789,34.821998596191406,14.972000122070312,39.93450164794922,13.32699966430664,0.8485000133514404,16.242000579833984,20.623332977294922,26.204999923706055,31.763500213623047,13.090999603271484,36.8129997253418,11.385000228881836,0.7992500066757202,14.324666976928711,19.440000534057617,29.6875,33.6875,13.116999626159668,38.34700012207031,12.446999549865723,0.800000011920929,15.404000282287598,19.709999084472656,3687660800,1803750000,773365000,872694000,3200055950,5627172000,897682500,680925300,2054.08
2,2016-01-01,21.947141647338867,29.350000381469727,10.241071701049805,37.80674362182617,9.184000015258789,0.7144981622695923,12.74666690826416,18.47380828857422,24.334999084472656,29.350000381469727,13.371000289916992,38.067501068115234,9.184000015258789,0.7322499752044678,12.74666690826416,22.1200008392334,26.462499618530273,32.88600158691406,14.329999923706055,38.459999084472656,12.218000411987305,0.8360000252723694,15.425333023071289,22.176666259765625,23.09749984741211,27.358999252319336,11.717000007629395,34.388999938964844,9.01099967956543,0.6612499952316284,12.160667419433594,20.066667556762695,25.65250015258789,32.81449890136719,14.206999778747559,38.11000061035156,11.437999725341797,0.8072500228881836,15.381333351135254,20.166667938232422,5087392000,2604018000,1316776000,1039984000,4881931280,8138980000,1188708000,793997400,1918.6
3,2016-02-01,21.80059242248535,27.625999450683594,10.260985374450684,35.6153564453125,9.340999603271484,0.7649937868118286,12.795332908630371,18.46824073791504,24.172500610351562,27.625999450683594,13.397000312805176,35.861000061035156,9.340999603271484,0.7839999794960022,12.795332908630371,22.113332748413086,24.72249984741211,29.09000015258789,13.869000434875488,40.51750183105469,9.748000144958496,0.8029999732971191,13.3013334274292,22.733333587646484,23.147499084472656,23.700000762939453,11.425000190734863,34.10049819946289,7.994999885559082,0.6187499761581421,9.403332710266113,20.78333282470703,24.11750030517578,28.907499313354492,13.333999633789062,38.5629997253418,9.178999900817871,0.7315000295639038,12.583999633789062,21.969999313354492,3243450400,2482896000,901921000,1352946000,3892689360,9000048000,2005587000,789308100,1904.42
4,2016-03-01,24.707204818725586,29.68199920654297,11.833410263061523,37.88371276855469,10.222999572753906,0.8723223805427551,15.317999839782715,19.066774368286133,27.247499465942383,29.68199920654297,15.449999809265137,38.14500045776367,10.222999572753906,0.890749990940094,15.317999839782715,22.829999923706055,27.604999542236328,30.16200065612793,15.737000465393066,38.865501403808594,10.491000175476074,0.90625,15.991999626159668,23.06333351135254,24.354999542236328,26.929000854492188,13.430000305175781,35.20000076293945,9.361000061035156,0.7760000228881836,12.100000381469727,21.626667022705078,24.412500381469727,27.81450080871582,13.536999702453613,36.064998626708984,9.458000183105469,0.7860000133514404,12.949999809265137,22.21666717529297,2984198400,1880190000,857323000,853314000,3113850420,6577904000,1543830000,609323700,2021.95
5,2016-04-01,21.250144958496094,32.97949981689453,11.200199127197266,35.151554107666016,9.003000259399414,0.8698742389678955,16.05066680908203,18.753610610961914,23.434999465942383,32.97949981689453,14.574999809265137,35.39400100708008,9.003000259399414,0.8882499933242798,16.05066680908203,22.290000915527344,28.09749984741211,33.499000549316406,15.96500015258789,39.54750061035156,11.1850004196167,0.9365000128746033,17.95599937438965,23.360000610351562,23.127500534057617,29.262500762939453,14.324999809265137,35.15999984741211,8.821000099182129,0.8657500147819519,15.550000190734863,22.1200008392334,27.19499969482422,29.524499893188477,15.404000282287598,37.858001708984375,10.293000221252441,0.8852499723434448,16.32200050354004,22.67333221435547,3489534800,1569284000,519869000,933228000,3401742770,6734252000,2032609500,423760800,2075.54
6,2016-05-01,22.637496948242188,36.13949966430664,11.861836433410645,37.18601989746094,10.256999969482422,1.1438370943069458,14.881999969482422,19.850154876708984,24.96500015258789,36.13949966430664,15.435999870300293,37.442501068115234,10.256999969482422,1.1679999828338623,14.881999969482422,23.593332290649414,25.1825008392334,36.21149826049805,15.494999885559082,37.67399978637695,10.399999618530273,1.1705000400543213,16.21266746520996,23.793333053588867,22.36750030517578,32.79999923706055,13.918000221252441,35.20249938964844,8.574000358581543,0.8600000143051147,13.577333450317383,20.906667709350586,23.49250030517578,33.19599914550781,14.616000175476074,35.59600067138672,9.041000366210938,0.8967499732971191,16.100000381469727,22.206666946411133,3602686000,1812290000,447955000,682046000,2650664270,10367836000,1549612500,698928600,2065.55
7,2016-06-01,21.803741455078125,35.78099822998047,11.941755294799805,34.935546875,9.14799976348877,1.1539254188537598,14.152000427246094,20.628299713134766,23.899999618530273,35.78099822998047,15.539999961853027,35.17649841308594,9.14799976348877,1.1752500534057617,14.152000427246094,24.34000015258789,25.47249984741211,36.57500076293945,16.600000381469727,37.56850051879883,10.21500015258789,1.2135000228881836,16.05666732788086,24.39666748046875,22.875,34.10599899291992,14.22700023651123,33.632999420166016,8.480999946594238,1.1142499446868896,12.524666786193848,23.383333206176758,24.7549991607666,36.04499816894531,15.340999603271484,37.423500061035156,10.149999618530273,1.162500023841858,14.76533317565918,23.5,3117990800,1490818000,759161000,839330000,2182619200,8197900000,1825092000,557758800,2083.89
8,2016-07-01,23.767444610595703,37.94049835205078,12.486665725708008,39.29597091674805,9.125,1.401598572731018,15.652667045593262,20.61417579650879,26.052499771118164,37.94049835205078,16.197999954223633,39.56700134277344,9.125,1.4275000095367432,15.652667045593262,24.323333740234375,26.137500762939453,38.29999923706055,16.760000228881836,40.196998596191406,10.126999855041504,1.431249976158142,15.685333251953125,24.78333282470703,23.592500686645508,35.82699966430664,14.715999603271484,34.95000076293945,8.449999809265137,1.1507500410079956,13.733332633972168,24.139999389648438,23.872499465942383,35.86600112915039,15.446999549865723,35.255001068115234,9.5,1.1687500476837158,13.742667198181152,24.376667022705078,2743118400,1372710000,417716000,653244000,3201379890,7210052000,1110958500,413170500,2148.9
9,2016-08-01,24.19850730895996,38.45800018310547,13.599813461303711,39.221981048583984,9.744999885559082,1.505675196647644,14.133999824523926,20.181949615478516,26.524999618530273,38.45800018310547,17.642000198364258,39.49250030517578,9.744999885559082,1.5334999561309814,14.133999824523926,23.81333351135254,27.5575008392334,38.749000549316406,17.941999435424805,40.694000244140625,9.885000228881836,1.587499976158142,15.775333404541016,25.06333351135254,26.0,37.51750183105469,16.128000259399414,39.25199890136719,9.050000190734863,1.3875000476837158,13.90999984741211,23.6299991607666,26.102500915527344,37.993499755859375,16.277999877929688,39.333499908447266,9.123000144958496,1.433500051498413,15.699999809265137,24.270000457763672,2520514000,1000008000,478313000,577080000,1826113150,9305120000,934366500,637380000,2177.48
10,2016-09-01,25.923282623291016,41.865501403808594,13.299172401428223,39.9276123046875,9.854999542236328,1.6850180625915527,13.60200023651123,20.513517379760742,28.262500762939453,41.865501403808594,17.25200080871582,40.202999114990234,9.854999542236328,1.7130000591278076,13.60200023651123,24.040000915527344,29.045000076293945,41.997501373291016,17.767000198364258,40.952999114990234,10.03499984741211,1.7297500371932983,14.073332786560059,24.39666748046875,25.63249969482422,37.79999923706055,15.875,39.17499923706055,9.326000213623047,1.4329999685287476,12.896666526794434,23.433332443237305,26.53499984741211,38.54499816894531,17.687999725341797,39.5989990234375,9.781000137329102,1.534749984741211,13.934000015258789,23.856666564941406,3872062400,1346714000,745974000,630896000,1697244350,8665252000,1059478500,530951700,2157.69
