Date,Adj Close_ABT,Adj Close_AMZN,Adj Close_AVGO,Adj Close_CAT,Adj Close_JNJ,Adj Close_JPM,Adj Close_NVDA,Adj Close_PLD,Adj Close_TSLA,Adj Close_WMT,Adj Close_XOM,Close_ABT,Close_AMZN,Close_AVGO,Close_CAT,Close_JNJ,Close_JPM,Close_NVDA,Close_PLD,Close_TSLA,Close_WMT,Close_XOM,High_ABT,High_AMZN,High_AVGO,High_CAT,High_JNJ,High_JPM,High_NVDA,High_PLD,High_TSLA,High_WMT,High_XOM,Low_ABT,Low_AMZN,Low_AVGO,Low_CAT,Low_JNJ,Low_JPM,Low_NVDA,Low_PLD,Low_TSLA,Low_WMT,Low_XOM,Open_ABT,Open_AMZN,Open_AVGO,Open_CAT,Open_JNJ,Open_JPM,Open_NVDA,Open_PLD,Open_TSLA,Open_WMT,Open_XOM,Volume_ABT,Volume_AMZN,Volume_AVGO,Volume_CAT,Volume_JNJ,Volume_JPM,Volume_NVDA,Volume_PLD,Volume_TSLA,Volume_WMT,Volume_XOM
2016-01-01,31.35161018371582,29.350000381469727,10.241071701049805,48.71458435058594,79.17569732666016,45.399051666259766,0.7144983410835266,29.85618782043457,12.74666690826416,18.473812103271484,50.237003326416016,37.849998474121094,29.350000381469727,13.371000289916992,62.2400016784668,104.44000244140625,59.5,0.7322499752044678,39.470001220703125,12.74666690826416,22.1200008392334,77.8499984741211,44.04999923706055,32.88600158691406,14.329999923706055,68.44000244140625,104.75,64.12999725341797,0.8360000252723694,42.939998626708984,15.425333023071289,22.176666259765625,79.91999816894531,36.0,27.358999252319336,11.717000007629395,56.36000061035156,94.27999877929688,54.65999984741211,0.6612499952316284,36.68000030517578,12.160667419433594,20.066667556762695,71.55000305175781,43.939998626708984,32.81449890136719,14.206999778747559,66.87999725341797,101.70999908447266,63.95000076293945,0.8072500228881836,42.36000061035156,15.381333351135254,20.166667938232422,77.5,178808100,2604018000,1316776000,173549300,211278000,470257300,8138980000,73122800,1188708000,793997400,418954700
2016-02-01,32.291316986083984,27.625999450683594,10.260985374450684,53.651485443115234,79.75943756103516,43.2455940246582,0.7649937868118286,29.092201232910156,12.795332908630371,18.468246459960938,51.721214294433594,38.7400016784668,27.625999450683594,13.397000312805176,67.69999694824219,105.20999908447266,56.29999923706055,0.7839999794960022,38.459999084472656,12.795332908630371,22.113332748413086,80.1500015258789,39.880001068115234,29.09000015258789,13.869000434875488,68.58000183105469,106.91999816894531,59.650001525878906,0.8029999732971191,39.790000915527344,13.3013334274292,22.733333587646484,83.44000244140625,36.02000045776367,23.700000762939453,11.425000190734863,59.79999923706055,99.77999877929688,52.5,0.6187499761581421,35.25,9.403332710266113,20.78333282470703,73.55000305175781,36.16999816894531,28.907499313354492,13.333999633789062,61.970001220703125,103.61000061035156,59.15999984741211,0.7315000295639038,39.18000030517578,12.583999633789062,21.969999313354492,76.66000366210938,148835100,2482896000,901921000,128153700,201552000,477952300,9000048000,75356700,2005587000,789308100,359915800
2016-03-01,34.866943359375,29.68199920654297,11.833412170410156,60.65708923339844,82.62059020996094,45.488521575927734,0.8723224997520447,33.41896057128906,15.317999839782715,19.0667781829834,54.43062973022461,41.83000183105469,29.68199920654297,15.449999809265137,76.54000091552734,108.19999694824219,59.220001220703125,0.890749990940094,44.18000030517578,15.317999839782715,22.829999923706055,83.58999633789062,42.0,30.16200065612793,15.737000465393066,77.25,109.55999755859375,60.970001220703125,0.90625,44.2599983215332,15.991999626159668,23.06333351135254,85.0999984741211,38.09000015258789,26.929000854492188,13.430000305175781,67.33999633789062,105.44000244140625,56.66999816894531,0.7760000228881836,38.66999816894531,12.100000381469727,21.626667022705078,80.30999755859375,38.90999984741211,27.81450080871582,13.536999702453613,68.44000244140625,105.9000015258789,56.7599983215332,0.7860000133514404,38.880001068115234,12.949999809265137,22.21666717529297,80.55999755859375,146242600,1880190000,857323000,142001200,172970400,356907400,6577904000,61425600,1543830000,609323700,292841700
2016-04-01,32.42467498779297,32.97949981689453,11.200200080871582,61.59221267700195,85.58332824707031,48.5456657409668,0.8698741793632507,34.69343185424805,16.05066680908203,18.753604888916016,57.56272506713867,38.900001525878906,32.97949981689453,14.574999809265137,77.72000122070312,112.08000183105469,63.20000076293945,0.8882499933242798,45.40999984741211,16.05066680908203,22.290000915527344,88.4000015258789,44.58000183105469,33.499000549316406,15.96500015258789,80.88999938964844,114.19000244140625,64.66000366210938,0.9365000128746033,46.09000015258789,17.95599937438965,23.360000610351562,89.77999877929688,38.58000183105469,29.262500762939453,14.324999809265137,73.69999694824219,107.69000244140625,57.06999969482422,0.8657500147819519,43.45000076293945,15.550000190734863,22.1200008392334,81.98999786376953,41.529998779296875,29.524499893188477,15.404000282287598,75.6500015258789,108.0,59.02000045776367,0.8852499723434448,43.97999954223633,16.32200050354004,22.67333221435547,82.4000015258789,180306100,1569284000,519869000,121780600,158186600,344767700,6734252000,65682100,2032609500,423760800,221801200
2016-05-01,33.23495864868164,36.13949966430664,11.861838340759277,58.023658752441406,86.0490951538086,50.506866455078125,1.1438370943069458,36.31311798095703,14.881999969482422,19.850149154663086,57.96644973754883,39.630001068115234,36.13949966430664,15.435999870300293,72.51000213623047,112.69000244140625,65.2699966430664,1.1679999828338623,47.529998779296875,14.881999969482422,23.593332290649414,89.0199966430664,39.66999816894531,36.21149826049805,15.494999885559082,78.06999969482422,115.0,66.19999694824219,1.1705000400543213,48.20000076293945,16.21266746520996,23.793333053588867,90.45999908447266,36.88999938964844,32.79999923706055,13.918000221252441,69.04000091552734,111.69999694824219,60.59000015258789,0.8600000143051147,44.77000045776367,13.577333450317383,20.906667709350586,87.2300033569336,38.849998474121094,33.19599914550781,14.616000175476074,77.3499984741211,112.22000122070312,63.689998626708984,0.8967499732971191,45.470001220703125,16.100000381469727,22.206666946411133,88.23999786376953,251941800,1812290000,447955000,112144400,141096900,283915300,10367836000,55166300,1549612500,698928600,219170200
2016-06-01,32.966590881347656,35.78099822998047,11.941753387451172,60.66436767578125,93.28494262695312,48.08484649658203,1.153925895690918,37.466773986816406,14.152000427246094,20.628307342529297,61.55294418334961,39.310001373291016,35.78099822998047,15.539999961853027,75.80999755859375,121.30000305175781,62.13999938964844,1.1752500534057617,49.040000915527344,14.152000427246094,24.34000015258789,93.73999786376953,39.63999938964844,36.57500076293945,16.600000381469727,78.69999694824219,121.41000366210938,65.91999816894531,1.2135000228881836,50.7400016784668,16.05666732788086,24.39666748046875,93.83000183105469,36.7599983215332,34.10599899291992,14.22700023651123,70.52999877929688,112.06999969482422,57.04999923706055,1.1142499446868896,46.7599983215332,12.524666786193848,23.383333206176758,87.61000061035156,39.369998931884766,36.04499816894531,15.340999603271484,71.9800033569336,112.69000244140625,64.76000213623047,1.162500023841858,47.40999984741211,14.76533317565918,23.5,88.43000030517578,224900700,1490818000,759161000,106062600,167571400,394697700,8197900000,84746000,1825092000,557758800,252091800
2016-07-01,37.52875900268555,37.94049835205078,12.486666679382324,66.22586822509766,96.30729675292969,49.500919342041016,1.4015986919403076,41.98786926269531,15.652667045593262,20.614168167114258,58.40765380859375,44.75,37.94049835205078,16.197999954223633,82.76000213623047,125.2300033569336,63.970001220703125,1.4275000095367432,54.4900016784668,15.652667045593262,24.323333740234375,88.94999694824219,45.15999984741211,38.29999923706055,16.760000228881836,84.29000091552734,126.06999969482422,64.9800033569336,1.431249976158142,54.56999969482422,15.685333251953125,24.78333282470703,95.55000305175781,39.15999984741211,35.82699966430664,14.715999603271484,73.45999908447266,120.79000091552734,58.7599983215332,1.1507500410079956,48.459999084472656,13.733332633972168,24.139999389648438,86.12000274658203,39.310001373291016,35.86600112915039,15.446999549865723,75.37999725341797,121.30000305175781,61.65999984741211,1.1687500476837158,48.86000061035156,13.742667198181152,24.376667022705078,93.36000061035156,219172600,1372710000,417716000,103865800,131996000,283878900,7210052000,63521300,1110958500,413170500,209716200
2016-08-01,35.45635986328125,38.45800018310547,13.59981632232666,66.20941925048828,91.7776107788086,52.639095306396484,1.5056759119033813,40.92449951171875,14.133999824523926,20.181941986083984,57.219139099121094,42.02000045776367,38.45800018310547,17.642000198364258,81.94999694824219,119.33999633789062,67.5,1.5334999561309814,53.11000061035156,14.133999824523926,23.81333351135254,87.13999938964844,45.790000915527344,38.749000549316406,17.941999435424805,84.7300033569336,125.9000015258789,67.7699966430664,1.587499976158142,54.869998931884766,15.775333404541016,25.06333351135254,88.94000244140625,41.93000030517578,37.51750183105469,16.128000259399414,80.91999816894531,118.33000183105469,63.380001068115234,1.3875000476837158,51.27000045776367,13.90999984741211,23.6299991607666,85.58000183105469,44.75,37.993499755859375,16.277999877929688,82.76000213623047,125.30999755859375,64.1500015258789,1.433500051498413,54.61000061035156,15.699999809265137,24.270000457763672,88.08000183105469,227349600,1000008000,478313000,74539900,138570700,263306200,9305120000,52889500,934366500,637380000,235412300
2016-09-01,35.684181213378906,41.865501403808594,13.299172401428223,71.71946716308594,91.45311737060547,51.9294319152832,1.685017704963684,41.25584030151367,13.60200023651123,20.51351547241211,57.79977798461914,42.290000915527344,41.865501403808594,17.25200080871582,88.7699966430664,118.12999725341797,66.58999633789062,1.7130000591278076,53.540000915527344,13.60200023651123,24.040000915527344,87.27999877929688,42.529998779296875,41.997501373291016,17.767000198364258,88.9800033569336,119.97000122070312,67.9000015258789,1.7297500371932983,54.790000915527344,14.073332786560059,24.39666748046875,89.37000274658203,40.47999954223633,37.79999923706055,15.875,79.93000030517578,117.04000091552734,65.11000061035156,1.4329999685287476,50.470001220703125,12.896666526794434,23.433332443237305,82.29000091552734,41.91999816894531,38.54499816894531,17.687999725341797,81.58999633789062,119.19000244140625,67.63999938964844,1.534749984741211,53.13999938964844,13.934000015258789,23.856666564941406,86.72000122070312,161480600,1346714000,745974000,99198200,130378400,316507200,8665252000,54418600,1059478500,530951700,271447100
2016-10-01,33.11060333251953,39.49100112915039,13.166081428527832,67.42939758300781,89.79637908935547,54.01161193847656,1.7499401569366455,40.52294921875,13.182000160217285,19.916202545166016,55.1773681640625,39.2400016784668,39.49100112915039,17.027999877929688,83.45999908447266,115.98999786376953,69.26000213623047,1.7790000438690186,52.15999984741211,13.182000160217285,23.34000015258789,83.31999969482422,43.779998779296875,42.36050033569336,17.700000762939453,89.87000274658203,120.19999694824219,69.7699966430664,1.8237500190734863,53.36000061035156,14.378000259399414,24.190000534057617,88.66999816894531,39.220001220703125,38.730499267578125,16.68000030517578,82.70999908447266,112.98999786376953,66.0999984741211,1.5924999713897705,49.619998931884766,12.800000190734863,22.356666564941406,82.98999786376953,42.060001373291016,41.79999923706055,17.301000595092773,88.2300033569336,118.0,66.3499984741211,1.7130000591278076,53.33000183105469,14.153332710266113,23.94333267211914,86.94000244140625,187783500,1541276000,423036000,105556900,140054500,304123000,6551568000,48278400,1381992000,512148600,192041100
